Date,Shift,Temperature_C,Humidity_%,Production_Tons,Electricity_Consumption_MWh
2010-01-01,Morning,26.236203565420873,87.04285838459498,392.797576724562,199.66462104925915
2010-01-01,Evening,19.680559213273096,39.35967122017216,123.23344486727979,266.54403644373383
2010-01-01,Night,33.03345035229626,72.48435466776273,108.23379771832097,292.4774630404986
2010-01-02,Morning,39.97327922401266,42.74034664069657,172.72998688284025,95.85112746335845
2010-01-02,Evening,24.127267288786133,61.48538589793427,272.7780074568463,122.80728504951048
2010-01-02,Night,33.35558684167138,38.36963163912251,216.85785941408727,141.59046082342292
2010-01-03,Morning,28.682099526511077,77.11055768358082,179.8695128633439,178.5586096034029
2010-01-03,Evening,32.772437065861276,32.78702476319987,343.01794076057536,92.63103092182288
2010-01-03,Night,16.951547789558386,86.93313223519999,486.25281322982374,252.09933702911528
2010-01-04,Morning,24.13841307520112,35.86032684038303,373.69321060486277,160.03812343490034
2010-01-04,Evening,18.661147045343366,59.71061460667621,113.75540844608736,277.3301005196955
2010-01-04,Night,22.763399448000506,69.75133706123893,224.6844304357644,180.0170052944527
2010-01-05,Morning,31.40130838029839,41.091267331531625,487.83385110582344,243.78320584027864
2010-01-05,Evening,43.18496824692568,83.68964102565893,339.1599915244341,280.4685587557792
2010-01-05,Night,17.654775061557586,41.75897174514871,118.09091556421522,131.33258269081608
2010-01-06,Morning,26.660318690684463,46.28094190643375,431.4950036607717,139.18833167339733
2010-01-06,Evening,23.428035290621423,62.56176498949491,156.36968998990505,250.54924518850993
2010-01-06,Night,17.236519310393124,89.21321619603104,408.89790771866296,99.6789203835431
2010-01-07,Morning,15.165663513708072,78.92768570729005,382.74293753904686,232.25179201024682
2010-01-07,Evening,38.13811040057837,34.442679104045425,243.38629141770903,78.96726488128243
2010-01-07,Night,40.89310277626781,67.39788760965348,232.35920994105967,65.88958757150591
2010-01-08,Morning,24.329469651469864,49.51099932160482,391.84247133522564,209.38936783880328
2010-01-08,Evening,41.616382277289794,58.33289550971696,147.83769837532068,228.31119680574875
2010-01-08,Night,37.82355145850693,63.67663185416978,408.3868719818244,173.4488990910977
2010-01-09,Morning,30.681984881459822,55.652461101512976,110.16765069763808,76.97285674832611
2010-01-09,Evening,15.942875570602027,68.18462467582683,225.74239243053069,177.1426727911757
2010-01-09,Night,42.22699421778279,44.9575337489325,264.1531692142519,238.88778463576216
2010-01-10,Morning,21.863944964748676,34.61879458972758,215.90058116550722,90.30532181350111
2010-01-10,Evening,42.890929570277194,78.48722277386501,353.36150260416935,267.8651475469294
2010-01-10,Night,39.110162306973436,41.19420353316215,457.0235993959911,184.83556047891267
2010-01-11,Morning,39.22320465492187,83.7654779954096,227.20138998874555,77.51298113191919
2010-01-11,Evening,21.83805487625825,55.626467317575376,427.20590636899726,265.18264581408584
2010-01-11,Night,15.208563915935722,60.64483815465394,266.9644012595116,105.52695261768255
2010-01-12,Morning,18.595961020010485,50.25691028421768,477.16388156500767,130.80073300518882
2010-01-12,Evening,30.563718652300985,72.18113753371067,245.4518409517176,292.9455206802402
2010-01-12,Night,43.87341884826334,45.10693774952185,298.89940235695417,125.21957745419242
2010-01-13,Morning,23.545214831324028,32.213216841271965,343.82573359195874,175.66975580721538
2010-01-13,Evening,16.54436253749968,46.71878785419669,463.3063543866615,109.89047266674311
2010-01-13,Night,19.346846162736693,59.36716561665378,494.2601816442403,110.51381787787511
2010-01-14,Morning,35.16406642217636,75.69717691972306,195.05501759695989,232.05408715296488
2010-01-14,Evening,26.033493981577596,67.93834983561476,353.41188430435784,183.94367101868963
2010-01-14,Night,17.70869310163225,80.11814973535428,228.31202598869433,96.62962759996356
2010-01-15,Morning,16.223254246642917,65.4535765912945,371.02574473691294,54.14695723196404
2010-01-15,Evening,30.36279174897843,43.58974651187628,358.06911616377994,93.59160725124786
2010-01-15,Night,35.72813214307398,53.20412077803225,474.6919954946938,84.3802360364983
2010-01-16,Morning,25.231990531507755,36.80841127443534,469.8774473114251,269.33483834524526
2010-01-16,Evening,22.73824883145467,69.59904276205074,426.88888008048633,188.80020289986558
2010-01-16,Night,30.889517350680194,44.5111374540271,137.2411071223597,274.3039394883317
2010-01-17,Morning,42.01254171489991,67.98608743639608,235.61191641948028,137.3023936531652
2010-01-17,Evening,36.77867036610718,83.82661559715463,454.8345697060469,244.96888646440595
2010-01-17,Night,34.26094938462863,35.048397899702934,164.6514856378455,274.63854713176977
2010-01-18,Morning,33.1928717897877,30.55182309699778,140.58861714641284,215.87544227701395
2010-01-18,Evening,15.15184751538656,39.64848308504992,319.49351574663444,222.97379942317332
2010-01-18,Night,34.55883778507801,43.45615856763359,384.8716885390144,109.31227187420001
2010-01-19,Morning,24.76199094477803,74.78948430708145,359.85315961888585,262.3058526235445
2010-01-19,Evening,34.7283867690103,64.0985162001283,137.469907131237,141.92895076485837
2010-01-19,Night,22.956071030451763,44.63937860274501,489.2042219009782,148.2744311666901
2010-01-20,Morning,41.7613966553134,67.86831755983577,417.9245214166594,175.65927327629802
2010-01-20,Evening,32.30711653879077,59.55106162913184,178.09719511921782,230.61302881537634
2010-01-20,Night,23.423170873225672,31.45895798588723,358.1889183628671,94.27766985176223
2010-01-21,Morning,43.21375753058743,87.23571462015525,465.9457560881794,142.5396750638611
2010-01-21,Evening,15.463698495866023,85.69911375526353,271.2736593269257,291.6637047609174
2010-01-21,Night,43.90859931267758,81.1805673280416,217.77955682783426,146.27443215048132
2010-01-22,Morning,40.534100145505704,49.01532030937666,167.797098674437,189.20031561458754
2010-01-22,Evening,43.08464322482343,71.76178780049838,328.024468035746,74.29412344269213
2010-01-22,Night,33.45021680097509,89.4032310062558,156.0336060946096,179.58241309093418
2010-01-23,Morning,41.32119215783867,74.44611706525227,378.8062963981072,225.6210209967773
2010-01-23,Evening,25.784734536592655,47.6155106558696,423.74446219140543,252.52834866979518
2010-01-23,Night,41.01216955740311,84.79443315338827,304.5369595443751,175.37907367179992
2010-01-24,Morning,38.948855369003255,68.99783584666591,380.7867509030813,248.94816735902526
2010-01-24,Evening,41.70016025452699,50.27970941109215,250.2331810559776,73.49548496021725
2010-01-24,Night,32.34840422988522,32.156536427804525,286.2392072529841,185.66115867689416
2010-01-25,Morning,23.596237563848533,65.44999563414065,112.20009997561976,59.337047187303604
2010-01-25,Evening,39.67801681978975,51.61143848467577,150.8242050607539,180.5608150137011
2010-01-25,Night,38.09980659295832,42.949261649810595,349.15619032760014,71.33686624844199
2010-01-26,Morning,16.55045163505823,61.88127789408888,316.2540486440426,209.35747537455163
2010-01-26,Evening,36.78274001167985,88.55112476775207,306.52013932047817,130.73911823531148
2010-01-26,Night,38.85558584306111,46.24993507572445,275.5885682822544,69.61409533556649
2010-01-27,Morning,15.760522302463725,87.7589048806755,434.3920482048823,223.9935515234245
2010-01-27,Evening,27.268588332428095,40.39765920425074,162.5748170684344,112.56072454114883
2010-01-27,Night,31.476799941183614,72.87575536200373,364.0789506870925,119.9834742364857
2010-01-28,Morning,43.64595841989582,74.2738150017461,321.7416210045603,202.93018655858805
2010-01-28,Evening,27.588001872833697,44.86385937006945,242.38907146050462,239.46152761609227
2010-01-28,Night,15.431804658892677,36.964358430414975,118.4010568087011,60.182200579742535
2010-01-29,Morning,40.66381752033021,72.21947156280143,289.6695316349301,74.45854016275037
